artist_name,biography,listeners,playcount,similar_artist
桜島麻衣(CV:瀬戸麻沙美),https://www.last.fm/music/%E6%A1%9C%E5%B3%B6%E9%BA%BB%E8%A1%A3(CV:%E7%80%AC%E6%88%B8%E9%BA%BB%E6%B2%99%E7%BE%8E),58456,415254,"桜島麻衣(CV:瀬戸麻沙美), 古賀朋絵(CV:東山奈央), 双葉理央(CV:種﨑敦美), 豊浜のどか(CV:内田真礼), 梓川かえで(CV:久保ユリカ), 牧之原翔子(CV:水瀬いのり)"
Colin Firth,"Colin Andrew Firth, CBE (born 10 September 1960) is an English film, television, and theatre actor. His films have earned more than $936 million from 42 releases worldwide. He has received an Academy Award, a Golden Globe, a BAFTA and the Screen Actors Guild Award, as well as the Volpi Cup. His most notable and acclaimed role to date has been his 2010 portrayal of King George VI in The King's Speech, a performance that gained him an Oscar and many other worldwide best actor awards. It went on to gross $414,211,549 worldwide. https://www.last.fm/music/Colin+Firth",285871,1984730,Pierce Brosnan
VK Blanka,vickeblanka https://www.last.fm/music/VK+Blanka,168796,2003948,Masatoshi Ono
ASIAN KUNG-FU GENERATION,"ASIAN KUNG-FU GENERATION (アジアン・カンフー・ジェネレーション Ajian Kanfuu Jenereeshon) is a Japanese alternative/indie rock band formed in Yokohama in 1996.

Members:
Vocals & Guitar: 後藤正文 (Masafumi Gotoh)
Guitar & Vocals: 喜多建介 (Kensuke Kita)
Bass & Vocals: 山田貴洋 (Takahiro Yamada)
Drums: 伊地知潔 (Kiyoshi Ijichi)


History:

Starting out as a college band, Asian Kung-Fu Generation released a series of independent EPs featuring lyrics mostly sung in English. https://www.last.fm/music/ASIAN+KUNG-FU+GENERATION",667738,42486167,サンボマスター
Christine Baranski,"Christine Jane Baranski (b. 2 May 1952, Buffalo, New York, USA)  is an American actress who has Polish ancestry. She has been nominated for 2 Golden Globes and 4 Emmys, she has won one Emmy in 1995  for her outstanding support role in comedy series ""Cybil"". 
She is married to Matthew Cowles (1983 - present)  with 2 daughters, Lily (b. 1987) and Isabel (b. 1984).  https://www.last.fm/music/Christine+Baranski",385731,3457304,Amanda Seyfried
Coda,"Coda is a name used by 15 bands:
1. A chiptune artist and MIDI sequencer
2. A hard rock band from Mexico
3. A Live Dubstep group from London, England
4. A neo-classical band from Australia
5. A post-hardcore band from Canada
6. A rock band from the United States
7. A jazz rock band from Spain
8. A hard rock band from the Czech Republic
9. An alternative rock band from Northern Ireland
10. A blues rock band from the United Kingdom
11. A symphonic rock band from the Netherlands https://www.last.fm/music/Coda",424827,6665100,Survive Said The Prophet
Josh Dylan,https://www.last.fm/music/Josh+Dylan,102944,812841,Hugh Skinner
Manu Guix,"MANU GUIX fa la seva formació musical al Conservatori Municipal de Música de Barcelona (1994) Paral·lelament reb classes de clarinet, harmonia i contrapunt, violí, cant, piano jazz, guitarra, bateria... Guix estudia un any a l’escola LIPA (Liverpool Institute for Performing Arts) on reb piano, cant, composició i arranjaments, combo, tècniques de gravació en estudi, percussió i harmonia. https://www.last.fm/music/Manu+Guix",6634,96378,Gerard Quintana
Creepy Nuts,"Creepy Nuts are a Japanese Hip Hop pair comprised of R-Shitei and DJ Matsunaga. R-Shitei, whose rap name means “R-Rated,” spouts fast-paced rhymes over his partner’s catchy tracks. The duo was formed in 2013 and released their first mini album in January 2016.

R-Shitei (Kyohei Nogami) had slowly been making a name for himself in the Japanese Hip Hop world before the formation of the group. At the beginning of his career, he gained success in Japanese freestyle rap battle competitions https://www.last.fm/music/Creepy+Nuts",545007,18347163,Tatsuya Kitani
Trevor Jones,"Trevor Alfred Charles Jones (born 23 March 1949) is a South African composer of film and television scores. Having spent much of his career in the United Kingdom, Jones has worked on numerous well-known and acclaimed films including Excalibur, Runaway Train, The Dark Crystal, Labyrinth, Mississippi Burning, The Last of the Mohicans, and In the Name of the Father; collaborating with filmmakers like John Boorman, Andrei Konchalovsky, Jim Henson, and Michael Mann. https://www.last.fm/music/Trevor+Jones",304970,3406678,James Horner
Varian,"Varian is a young alchemist who appears as a recurring character, later a major character in Tangled: The Series. He later serves as the main antagonist for the second half of the first season until he redeems himself in the third season. https://www.last.fm/music/Varian",70930,962472,Black Gryph0n
Kelly Clarkson,"Kelly Brianne (born Kelly Brianne Clarkson on April 24, 1982), known professionally as Kelly Clarkson, is an American singer, songwriter, and television personality. She gained prominence after winning the first season of ""American Idol"" in 2002 and has since maintained a successful career in both music and television. Recognized for her powerful vocals and versatility, Clarkson has been cited by publications such as Rolling Stone and Billboard as one of the greatest singers in history. https://www.last.fm/music/Kelly+Clarkson",4309396,127115871,P!nk
Ari Afsar,https://www.last.fm/music/Ari+Afsar,179359,1759241,Leslie Odom Jr.
Taylor Louderman,https://www.last.fm/music/Taylor+Louderman,166786,2221998,Grey Henson
三浦大知,"Daichi Miura (三浦大知) was born on 24th Aug 1987, in Okinawa. He is the former lead singer of Folder - seven dance unit with two boys and five girls, from Aug 1997. Their debut single ""Parachuter"" was sold more than 10 million copies.

When he was only nine, Daichi Miura was dubbed “Japan’s Smallest Soulman” thanks to his strong dancing and vocal abilities. Debut at the age of ten and was praised by MISIA as ""Japanese Michael Jackson"" because of his outstanding singing ability. https://www.last.fm/music/%E4%B8%89%E6%B5%A6%E5%A4%A7%E7%9F%A5",20447,1361846,DEEN
Bish,"There are several artists using the name ""Bish"":

1) BiSH, a Japanese idol group formed in 2015.
2) BISH, a project by English musician Darryl Hunt.
3) BISH, a retired singer-songwriter who released an EP on SoundCloud in 2017.

1: BiSH (Brand-new idol SHiT) is a Japanese idol group formed in 2015 by Watanabe Junnosuke, their manager. It currently includes six members: Aina The End, Momoko Gumi Company, Cent Chihiro Chittiii and members  Ling Ling and Hashiyasume Atsuko, who both joined in early August, 2015. https://www.last.fm/music/Bish",103382,3837961,GANG PARADE
Yoko Takahashi,"Yoko Takahashi (高橋洋子, Takahashi Yōko) is a Japanese singer, best known for perfoming ""残酷な天使のテーゼ"" (Zankoku na tenshi no tēze, ""A Cruel Angel's Thesis""), the opening theme tune of the anime series Neon Genesis Evangelion. She also performs the closing theme, an ""acid bossa"" version of ""FLY ME TO THE MOON"" and ""魂のルフラン"" (Tamashii no Rufuran, Refrain of Soul), the closing theme of Evangelion: Death and Rebirth. She also recently performed ""Metamorphose https://www.last.fm/music/Yoko+Takahashi",461095,5853950,林原めぐみ
Berlinist,"Berlinist is a music band and a producer based in Barcelona. For the last two years, we have been producing original music for digital apps, art exhibitions, and video games. https://www.last.fm/music/Berlinist",167405,2952220,Austin Wintory
Survive Said The Prophet,"Survive Said The Prophet commonly known as “SABAPURO” is formed in Tokyo, Japan in 2011. A native English speaker / bilingual vocalist, Yosh’s overwhelming singing ability and charisma at the head, it’s a miracle international rock band that consists of five talented, musicianship, and original characters.  Their outstanding musicality is based on the wide background not limited to rock but also pop, electro, hip hop and R&B to place their https://www.last.fm/music/Survive+Said+The+Prophet",234404,5821626,coldrain
OxT,"OxT is a Japanese duo consisting of 大石昌良 (Masayoshi Ooishi) and Tom-H@ck, both of whom have been active for years as singers and songwriters. Their single ""Clattatonia"" was used as the opening theme of the anime Overlord.
 https://www.last.fm/music/OxT",92829,1865052,MYTH & ROID
Bradley Cooper,"Bradley Charles Cooper (born January 5, 1975 in Philadelphia, Pennsylvania) is an American actor, director and producer. His films have earned $7.8 billion worldwide and he was one of the world's highest-paid actors for three years. Nominated for various accolades, including four Academy Awards, two BAFTA Awards, and two Golden Globes, Cooper appeared in Forbes Celebrity 100 on two occasions and Time's list of 100 most influential people in the world in 2015. https://www.last.fm/music/Bradley+Cooper",161487,2191908,Ziv Zaifman
Geoff Zanelli,"Geoffrey Zanelli or Geoff Zanelli (born September 28, 1974) is an American musician and composer working primarily in the medium of film, television, and video game scores. His early career was notable for scoring additional music on roughly 30 film scores written by Hans Zimmer, John Powell, Harry Gregson-Williams and Steve Jablonsky including several blockbuster films. He has since moved on to more solo work.

Aside from film and television scores https://www.last.fm/music/Geoff+Zanelli",125934,1206233,Klaus Badelt
いとうかなこ,"Kanako Itō (いとう かなこ, Itō Kanako, born March 28, 1973) is a female Japanese singer from Utsunomiya, Tochigi, Japan. She has sung many songs that have appeared in video games and anime. She released a best-of album, ""ANOTHER BEST"" on December 2008.

Many of her songs have been for games by the game company Nitro+ (ニトロプラス), including the Demonbane series, Jingai Makyo, Saya no Uta, Chaos;Head, Steins;Gate and Togainu no Chi. https://www.last.fm/music/%E3%81%84%E3%81%A8%E3%81%86%E3%81%8B%E3%81%AA%E3%81%93",126720,4369645,Zwei
MAX,"There are several artists artists using the name ""Max"";

1)  ""MAX"", which is short for Musical Active Xperience, is a Japanese pop group. Original members Mina, Reina, Lina and Nana formed MAX from their original group ,SUPER MONKEY'S in 1995 and released their debut single in May of that year. The SUPER MONKEY'S broke up after lead singer Namie Amuro went solo later that same year. Co-lead vocalist MINA departed in 2002 and was replaced with AKI later the same year. https://www.last.fm/music/MAX",1163156,27043810,ØMI
倖田來未,"倖田來未 (Koda Kumi), born November 13, 1982 in Kyoto, Japan, is a female Japanese solo R&B and pop singer. She is the older sister of singer misono. She had dreamed of becoming a singer ever since she was in elementary school. She was eventually noticed by Avex Trax and began releasing pop music with an urban feel. 

After 10 years, she became one of the best-selling artists of the decade and one of the most popular and influential artists in Japan. https://www.last.fm/music/%E5%80%96%E7%94%B0%E4%BE%86%E6%9C%AA",134914,18213912,浜崎あゆみ
みゆな,"みゆな (Miyuna) is a singer-songwriter from Miyazaki, Japan. She was born in 2002.

She started her music career in earnest in the summer of 2018, mainly in her hometown Miyazaki and Tokyo, and performed at ""FUJI ROCK FESTIVAL '19"" at the unprecedented age of 17.

She has a naturally husky voice which she is well known for. She is also known for her anime songs such as Gamushara from Black Clover https://www.last.fm/music/%E3%81%BF%E3%82%86%E3%81%AA",80255,1120423,YURiKA
